id,access,surveyed,ground_50,shrubs_50,trees_50,elevation,ndvi1,lat,lon
143,,water,,,,180.500000000000000,-0.046337816864252,47.0762832,-88.2751658
144,,water,,,,180.500000000000000,-0.048152294009924,47.0762832,-88.2748963
145,,water,,,,180.500000000000000,-0.044386424124241,47.0762832,-88.2746269
146,,water,,,,180.500000000000000,-0.041666667908430,47.0762832,-88.2743574
147,,water,,,,180.500000000000000,-0.043606799095869,47.0762832,-88.2740879
148,,water,,,,180.500000000000000,-0.038021411746740,47.0762832,-88.2738184
149,,water,,,,180.500000000000000,-0.043157506734133,47.0762832,-88.2735489
150,,water,,,,180.500000000000000,-0.044215179979801,47.0762832,-88.2732794
151,,water,,,,180.500000000000000,-0.040560472756624,47.0762832,-88.2730099
152,,water,,,,180.500000000000000,-0.039881832897663,47.0762832,-88.2727404
153,,water,,,,180.500000000000000,-0.039410680532455,47.0762832,-88.2724709
154,,water,,,,180.500000000000000,-0.039793662726879,47.0762832,-88.2722014
155,,water,,,,180.500000000000000,-0.037228159606457,47.0762832,-88.2719319
156,,water,,,,180.500000000000000,-0.037199124693871,47.0762832,-88.2716624
157,,water,,,,180.500000000000000,-0.043956045061350,47.0762832,-88.2713929
158,,water,,,,180.500000000000000,-0.035389281809330,47.0762832,-88.2711234
159,s,y,m l,r re,f wb,183.433166503906250,0.182218104600906,47.0762832,-88.2708539
160,m,y,m l,,pc f wb,186.066452026367188,0.377354741096497,47.0762832,-88.2705844
161,m,y,m mu,cy,wb f mm,184.161041259765625,0.399066746234894,47.0762832,-88.2703149
162,m,y,m gp,cy,yb mm f,184.779510498046875,0.440090000629425,47.0762832,-88.2700454
163,s,y,m ly,ma cy,mm f,185.962631225585966,0.489885360002518,47.0762832,-88.2697760
164,s,y,m mu,,mm,185.604690551757812,0.433638244867325,47.0762832,-88.2695065
165,s,y,m l,asn,mm yb,180.500000000000000,0.263506531715393,47.0762832,-88.2692370
166,,water,,,,180.500000000000000,0.004224162083119,47.0762832,-88.2689675
167,,water,,,,180.500000000000000,-0.050017487257719,47.0762832,-88.2686980
168,,water,,,,180.500000000000000,-0.052102047950029,47.0762832,-88.2684285
169,,water,,,,180.500000000000000,-0.044972576200962,47.0762832,-88.2681590
170,,water,,,,180.500000000000000,-0.043189369142056,47.0762832,-88.2678895
171,,water,,,,180.500000000000000,-0.046735905110836,47.0762832,-88.2676200
172,,water,,,,180.500000000000000,-0.049217000603676,47.0760996,-88.2789388
173,,water,,,,180.500000000000000,-0.048507463186979,47.0760996,-88.2786693
174,,water,,,,180.500000000000000,-0.047050036489964,47.0760996,-88.2783998
175,,water,,,,180.500000000000000,-0.052277818322182,47.0760996,-88.2781303
176,,water,,,,180.500000000000000,-0.044386424124241,47.0760996,-88.2778608
177,,water,,,,180.500000000000000,-0.047299813479185,47.0760996,-88.2775913
178,,water,,,,180.500000000000000,-0.048291232436895,47.0760996,-88.2773218
179,,water,,,,180.500000000000000,-0.047973223030567,47.0760996,-88.2770523
180,,water,,,,180.500000000000000,-0.050112191587687,47.0760996,-88.2767828
181,,water,,,,180.500000000000000,-0.049571376293898,47.0760996,-88.2765133
182,,water,,,,180.500000000000000,-0.047085203230381,47.0760996,-88.2762438
183,,water,,,,180.500000000000000,-0.051024209707975,47.0760996,-88.2759743
184,,water,,,,180.500000000000000,-0.041371598839760,47.0760996,-88.2757048
185,,water,,,,180.500000000000000,-0.047085203230381,47.0760996,-88.2754353
186,,water,,,,180.500000000000000,-0.041450776159763,47.0760996,-88.2751658
187,,water,,,,180.500000000000000,-0.044765077531338,47.0760996,-88.2748963
188,,water,,,,180.500000000000000,-0.044931303709745,47.0760996,-88.2746269
189,,water,,,,180.500000000000000,-0.045487895607948,47.0760996,-88.2743574
190,,water,,,,180.500000000000000,-0.042366690933704,47.0760996,-88.2740879
191,,water,,,,180.500000000000000,-0.039705883711576,47.0760996,-88.2738184
192,,water,,,,180.500000000000000,-0.039237257093191,47.0760996,-88.2735489
193,,water,,,,180.500000000000000,-0.040263544768095,47.0760996,-88.2732794
194,,water,,,,180.500000000000000,-0.041358936578035,47.0760996,-88.2730099
195,,water,,,,180.500000000000000,-0.038817007094622,47.0760996,-88.2727404
196,,water,,,,180.500000000000000,-0.035727441310883,47.0760996,-88.2724709
197,,water,,,,180.500000000000000,-0.041911765933037,47.0760996,-88.2722014
198,,water,,,,180.500000000000000,-0.033321127295494,47.0760996,-88.2719319
199,,water,,,,180.500000000000000,-0.043131571263075,47.0760996,-88.2716624
200,,water,,,,180.500000000000000,-0.047786366194487,47.0760996,-88.2713929
201,s,y,l,r ma,wb f pc,183.822998046875000,-0.019619157537818,47.0760996,-88.2711234
202,s,y,m l,ma,f yb,185.735946655273438,0.349139750003815,47.0760996,-88.2708539
203,m,y,m,cy,mm pc wb f,187.223510742187500,0.440601497888565,47.0760996,-88.2705844
204,m,y,m mu,cy ma,wb f,188.680526733398438,0.437960326671600,47.0760996,-88.2703149
205,m,y,m gp,cy ma,mm f,187.719131469726562,0.427417814731598,47.0760996,-88.2700454
206,s,y,m,cy,mm f,187.398757934570312,0.443639725446701,47.0760996,-88.2697760
207,s,y,m mu,,mm wb f,187.238861083984375,0.420796900987625,47.0760996,-88.2695065
208,s,y,m l,,mm wb f,186.560272216796875,0.359384477138519,47.0760996,-88.2692370
209,m,y,fw csjw oed m l,cnb ma reb bcw,p wb pc,180.500000000000000,0.197635129094124,47.0760996,-88.2689675
210,,water,,,,180.500000000000000,-0.050824638456106,47.0760996,-88.2686980
211,,water,,,,180.500000000000000,-0.057733427733183,47.0760996,-88.2684285
212,,water,,,,180.500000000000000,-0.041316270828247,47.0760996,-88.2681590
213,,water,,,,180.500000000000000,-0.045454546809196,47.0760996,-88.2678895
214,,water,,,,180.500000000000000,-0.048005908727646,47.0760996,-88.2676200
215,,water,,,,180.500000000000000,-0.047337278723717,47.0759161,-88.2789388
216,,water,,,,180.500000000000000,-0.045031633228064,47.0759161,-88.2786693
217,,water,,,,180.500000000000000,-0.046909902244806,47.0759161,-88.2783998
218,,water,,,,180.500000000000000,-0.052044611424208,47.0759161,-88.2781303
219,,water,,,,180.500000000000000,-0.048291232436895,47.0759161,-88.2778608
220,,water,,,,180.500000000000000,-0.046944856643677,47.0759161,-88.2775913
221,,water,,,,180.500000000000000,-0.045319464057684,47.0759161,-88.2773218
222,,water,,,,180.500000000000000,-0.046875000000000,47.0759161,-88.2770523
223,,water,,,,180.500000000000000,-0.046694058924913,47.0759161,-88.2767828
224,,water,,,,180.500000000000000,-0.047370385378599,47.0759161,-88.2765133
225,,water,,,,180.500000000000000,-0.050632912665606,47.0759161,-88.2762438
226,,water,,,,180.500000000000000,-0.046554934233427,47.0759161,-88.2759743
227,,water,,,,180.500000000000000,-0.048888888210058,47.0759161,-88.2757048
228,,water,,,,180.500000000000000,-0.044247787445784,47.0759161,-88.2754353
229,,water,,,,180.500000000000000,-0.039735101163387,47.0759161,-88.2751658
230,,water,,,,180.500000000000000,-0.042904291301966,47.0759161,-88.2748963
231,,water,,,,180.500000000000000,-0.040348965674639,47.0759161,-88.2746269
232,,water,,,,180.500000000000000,-0.042846769094467,47.0759161,-88.2743574
233,,water,,,,180.500000000000000,-0.040117777884007,47.0759161,-88.2740879
234,,water,,,,180.500000000000000,-0.043030526489019,47.0759161,-88.2738184
235,,water,,,,180.500000000000000,-0.036303631961346,47.0759161,-88.2735489
236,,water,,,,180.500000000000000,-0.041376784443855,47.0759161,-88.2732794
237,,water,,,,180.500000000000000,-0.038235295563936,47.0759161,-88.2730099
238,,water,,,,180.500000000000000,-0.040585007518530,47.0759161,-88.2727404
239,,water,,,,180.500000000000000,-0.037928517907858,47.0759161,-88.2724709
240,,water,,,,180.500000000000000,-0.041255932301283,47.0759161,-88.2722014
241,,water,,,,181.457717895507812,-0.039130434393883,47.0759161,-88.2719319
242,,water,,,,183.624969482421875,-0.046437434852123,47.0759161,-88.2716624
243,,water,,,,183.624969482421875,-0.041569672524929,47.0759161,-88.2713929
244,s,y,m l,cnb ma,wb f qa,186.740173339843750,0.222882285714149,47.0759161,-88.2711234
245,,n,,,,188.845596313476562,0.473089814186096,47.0759161,-88.2708539
246,,n,,,,188.481170654296875,0.469994693994522,47.0759161,-88.2705844
247,,n,,,,189.615631103515625,0.454016715288162,47.0759161,-88.2703149
248,,n,,,,189.926742553710938,0.466358125209808,47.0759161,-88.2700454
249,,n,,,,188.869567871093750,0.420452356338501,47.0759161,-88.2697760
250,,n,,,,187.588134765625000,0.404128611087799,47.0759161,-88.2695065
251,,n,,,,187.217391967773438,0.334055930376053,47.0759161,-88.2692370
252,m,y,m l mu,ma,wb f rm p,187.284301757812500,0.291559010744095,47.0759161,-88.2689675
253,,water,,,,183.306060791015625,0.058541778475046,47.0759161,-88.2686980
254,,water,,,,180.500000000000000,-0.048686515539885,47.0759161,-88.2684285
255,,water,,,,180.500000000000000,-0.042375952005386,47.0759161,-88.2681590
256,,water,,,,180.500000000000000,-0.045985400676727,47.0759161,-88.2678895
257,,water,,,,180.500000000000000,-0.041146215051413,47.0759161,-88.2676200
258,,water,,,,180.500000000000000,-0.046605505049229,47.0757326,-88.2789388
259,,water,,,,180.500000000000000,-0.045810054987669,47.0757326,-88.2786693
260,,water,,,,180.500000000000000,-0.050037343055010,47.0757326,-88.2783998
261,,water,,,,180.500000000000000,-0.049851190298796,47.0757326,-88.2781303
262,,water,,,,180.500000000000000,-0.050000000745058,47.0757326,-88.2778608
263,,water,,,,180.500000000000000,-0.044188637286425,47.0757326,-88.2775913
264,,water,,,,180.500000000000000,-0.049253731966019,47.0757326,-88.2773218
265,,water,,,,180.500000000000000,-0.048080507665873,47.0757326,-88.2770523
266,,water,,,,180.500000000000000,-0.049497582018375,47.0757326,-88.2767828
267,,water,,,,180.500000000000000,-0.050834879279137,47.0757326,-88.2765133
268,,water,,,,180.500000000000000,-0.045673970133066,47.0757326,-88.2762438
269,,water,,,,180.500000000000000,-0.045404206961393,47.0757326,-88.2759743
270,,water,,,,180.500000000000000,-0.041328411549330,47.0757326,-88.2757048
271,,water,,,,180.500000000000000,-0.040381792932749,47.0757326,-88.2754353
272,,water,,,,180.500000000000000,-0.040986578911543,47.0757326,-88.2751658
273,,water,,,,180.500000000000000,-0.038223516196012,47.0757326,-88.2748963
274,,water,,,,180.500000000000000,-0.039708562195301,47.0757326,-88.2746269
275,,water,,,,180.500000000000000,-0.040411461144686,47.0757326,-88.2743574
276,,water,,,,180.500000000000000,-0.038391225039959,47.0757326,-88.2740879
277,,water,,,,180.500000000000000,-0.037632443010807,47.0757326,-88.2738184
278,,water,,,,180.500000000000000,-0.043827611953020,47.0757326,-88.2735489
279,,water,,,,180.500000000000000,-0.038686130195856,47.0757326,-88.2732794
280,,water,,,,180.500000000000000,-0.040261153131723,47.0757326,-88.2730099
281,,water,,,,180.500000000000000,-0.032048974186182,47.0757326,-88.2727404
282,,water,,,,180.500000000000000,-0.037305325269699,47.0757326,-88.2724709
283,,water,,,,180.500000000000000,-0.042944785207510,47.0757326,-88.2722014
284,,water,,,,181.457717895507812,-0.043198857456446,47.0757326,-88.2719319
285,,water,,,,183.624969482421875,-0.037614367902279,47.0757326,-88.2716624
286,s,y,m l,ma,f wb qa pc,183.624969482421875,0.109313614666462,47.0757326,-88.2713929
287,,n,,,,186.740173339843750,0.337393939495087,47.0757326,-88.2711234
288,,n,,,,188.845596313476562,0.437685459852219,47.0757326,-88.2708539
289,,n,,,,188.481170654296875,0.456002920866013,47.0757326,-88.2705844
290,,n,,,,189.615631103515625,0.436343044042587,47.0757326,-88.2703149
291,,n,,,,189.926742553710938,0.429170638322830,47.0757326,-88.2700454
292,,n,,,,188.869567871093750,0.412568300962448,47.0757326,-88.2697760
293,,n,,,,187.588134765625000,0.420668452978134,47.0757326,-88.2695065
294,m,y,m,cy,p f,187.217391967773438,0.313380271196365,47.0757326,-88.2692370
295,,n,,,,187.284301757812500,0.305531173944473,47.0757326,-88.2689675
296,m,y,m l,ma,wb f qa bta rm pc,183.306060791015625,0.196998924016953,47.0757326,-88.2686980
297,,water,,,,180.500000000000000,-0.049169208854437,47.0757326,-88.2684285
298,,water,,,,180.500000000000000,-0.052669294178486,47.0757326,-88.2681590
299,,water,,,,180.500000000000000,-0.046789988875389,47.0757326,-88.2678895
300,,water,,,,180.500000000000000,-0.041924901306629,47.0757326,-88.2676200
301,,water,,,,180.500000000000000,-0.045252226293087,47.0755490,-88.2789388
302,,water,,,,180.500000000000000,-0.047085203230381,47.0755490,-88.2786693
303,,water,,,,180.500000000000000,-0.053064275532961,47.0755490,-88.2783998
304,,water,,,,180.500000000000000,-0.046372476965189,47.0755490,-88.2781303
305,,water,,,,180.500000000000000,-0.049851190298796,47.0755490,-88.2778608
306,,water,,,,180.500000000000000,-0.048435170203447,47.0755490,-88.2775913
307,,water,,,,180.500000000000000,-0.049350649118423,47.0755490,-88.2773218
308,,water,,,,180.500000000000000,-0.049483012408018,47.0755490,-88.2770523
309,,water,,,,180.500000000000000,-0.052553113549948,47.0755490,-88.2767828
310,,water,,,,180.500000000000000,-0.040740739554167,47.0755490,-88.2765133
311,,water,,,,180.500000000000000,-0.044313147664070,47.0755490,-88.2762438
312,,water,,,,180.500000000000000,-0.045554738491774,47.0755490,-88.2759743
313,,water,,,,180.500000000000000,-0.039766509085894,47.0755490,-88.2757048
314,,water,,,,180.500000000000000,-0.038686130195856,47.0755490,-88.2754353
315,,water,,,,180.500000000000000,-0.041334301233292,47.0755490,-88.2751658
316,,water,,,,180.500000000000000,-0.037253469228745,47.0755490,-88.2748963
317,,water,,,,180.500000000000000,-0.046367287635803,47.0755490,-88.2746269
318,,water,,,,180.500000000000000,-0.043859649449587,47.0755490,-88.2743574
319,,water,,,,180.500000000000000,-0.043037973344326,47.0755490,-88.2740879
320,,water,,,,180.500000000000000,-0.042468238621950,47.0755490,-88.2738184
321,,water,,,,180.500000000000000,-0.043948125094175,47.0755490,-88.2735489
322,,water,,,,180.500000000000000,-0.047139257192612,47.0755490,-88.2732794
323,,water,,,,180.500000000000000,-0.039799209684134,47.0755490,-88.2730099
324,,water,,,,180.500000000000000,-0.037965614348650,47.0755490,-88.2727404
325,,water,,,,180.500000000000000,-0.046808511018753,47.0755490,-88.2724709
326,,water,,,,182.094802856445312,-0.048019628971815,47.0755490,-88.2722014
327,,water,,,,184.952346801757812,-0.046153847128153,47.0755490,-88.2719319
328,m,y,mu,ma,wb f,187.357238769531250,0.124943003058434,47.0755490,-88.2716624
329,m,y,m,,f wb,187.357238769531250,0.281872957944870,47.0755490,-88.2713929
330,,n,,,,188.821182250976562,0.373077720403671,47.0755490,-88.2711234
331,,n,,,,188.815841674804659,0.400238007307053,47.0755490,-88.2708539
332,,n,,,,189.513000488281250,0.413640737533569,47.0755490,-88.2705844
333,,n,,,,189.948028564453125,0.413282006978989,47.0755490,-88.2703149
334,,n,,,,189.099365234375000,0.399516701698303,47.0755490,-88.2700454
335,,n,,,,188.895797729492188,0.394831001758575,47.0755490,-88.2697760
336,,n,,,,188.418029785156250,0.346869707107544,47.0755490,-88.2695065
337,,n,,,,188.182662963867188,0.369358181953430,47.0755490,-88.2692370
338,,n,,,,188.230346679687500,0.395573437213898,47.0755490,-88.2689675
339,m,y,l m,ma cnb gr,ws p wb f,185.206268310546875,0.290113449096680,47.0755490,-88.2686980
340,,water,,,,180.500000000000000,-0.001555209979415,47.0755490,-88.2684285
341,,water,,,,180.500000000000000,-0.044055942445993,47.0755490,-88.2681590
342,,water,,,,180.500000000000000,-0.041274439543486,47.0755490,-88.2678895
343,,water,,,,180.500000000000000,-0.036170989274979,47.0755490,-88.2676200
344,,water,,,,180.500000000000000,-0.049180328845978,47.0753655,-88.2789388
345,,water,,,,180.500000000000000,-0.048543687909842,47.0753655,-88.2786693
346,,water,,,,180.500000000000000,-0.048224300146103,47.0753655,-88.2783998
347,,water,,,,180.500000000000000,-0.052827380597591,47.0753655,-88.2781303
348,,water,,,,180.500000000000000,-0.049719627946615,47.0753655,-88.2778608
349,,water,,,,180.500000000000000,-0.048471290618181,47.0753655,-88.2775913
350,,water,,,,180.500000000000000,-0.044897958636284,47.0753655,-88.2773218
351,,water,,,,180.500000000000000,-0.048852700740099,47.0753655,-88.2770523
352,,water,,,,180.500000000000000,-0.047899778932333,47.0753655,-88.2767828
353,,water,,,,180.500000000000000,-0.047583919018507,47.0753655,-88.2765133
354,,water,,,,180.500000000000000,-0.042772863060236,47.0753655,-88.2762438
355,,water,,,,180.500000000000000,-0.041758242994547,47.0753655,-88.2759743
356,,water,,,,180.500000000000000,-0.039560440927744,47.0753655,-88.2757048
357,,water,,,,180.500000000000000,-0.033805888146162,47.0753655,-88.2754353
358,,water,,,,180.500000000000000,-0.039531480520964,47.0753655,-88.2751658
